ibge,csv_post_title,lng,lat,csv_post_post,csv_post_categories,csv_post_author,csv_post_slug,csv_post_type
411670,Nova Aurora - PR,,,Nova Aurora - PR coordenadas e mapa,Munícipio,nova aurora-pr,nova-aurora-pr,municipio
411680,Nova Cantu - PR,,,Nova Cantu - PR coordenadas e mapa,Munícipio,nova cantu-pr,nova-cantu-pr,municipio
411690,Nova Esperança - PR,,,Nova Esperança - PR coordenadas e mapa,Munícipio,nova esperança-pr,nova-esperança-pr,municipio
411695,Nova Esperança do Sudoeste - PR,,,Nova Esperança do Sudoeste - PR coordenadas e mapa,Munícipio,nova esperança do sudoeste-pr,nova-esperança-do-sudoeste-pr,municipio
411700,Nova Fátima - PR,,,Nova Fátima - PR coordenadas e mapa,Munícipio,nova fátima-pr,nova-fátima-pr,municipio
411705,Nova Laranjeiras - PR,,,Nova Laranjeiras - PR coordenadas e mapa,Munícipio,nova laranjeiras-pr,nova-laranjeiras-pr,municipio
411710,Nova Londrina - PR,,,Nova Londrina - PR coordenadas e mapa,Munícipio,nova londrina-pr,nova-londrina-pr,municipio
411720,Nova Olímpia - PR,,,Nova Olímpia - PR coordenadas e mapa,Munícipio,nova olímpia-pr,nova-olímpia-pr,municipio
411721,Nova Santa Bárbara - PR,,,Nova Santa Bárbara - PR coordenadas e mapa,Munícipio,nova santa bárbara-pr,nova-santa-bárbara-pr,municipio
411722,Nova Santa Rosa - PR,,,Nova Santa Rosa - PR coordenadas e mapa,Munícipio,nova santa rosa-pr,nova-santa-rosa-pr,municipio
411725,Nova Prata do Iguaçu - PR,,,Nova Prata do Iguaçu - PR coordenadas e mapa,Munícipio,nova prata do iguaçu-pr,nova-prata-do-iguaçu-pr,municipio
411727,Nova Tebas - PR,,,Nova Tebas - PR coordenadas e mapa,Munícipio,nova tebas-pr,nova-tebas-pr,municipio
411729,Novo Itacolomi - PR,,,Novo Itacolomi - PR coordenadas e mapa,Munícipio,novo itacolomi-pr,novo-itacolomi-pr,municipio
411730,Ortigueira - PR,,,Ortigueira - PR coordenadas e mapa,Munícipio,ortigueira-pr,ortigueira-pr,municipio
411740,Ourizona - PR,,,Ourizona - PR coordenadas e mapa,Munícipio,ourizona-pr,ourizona-pr,municipio
411745,Ouro Verde do Oeste - PR,,,Ouro Verde do Oeste - PR coordenadas e mapa,Munícipio,ouro verde do oeste-pr,ouro-verde-do-oeste-pr,municipio
411750,Paiçandu - PR,,,Paiçandu - PR coordenadas e mapa,Munícipio,paiçandu-pr,paiçandu-pr,municipio
411760,Palmas - PR,,,Palmas - PR coordenadas e mapa,Munícipio,palmas-pr,palmas-pr,municipio
411770,Palmeira - PR,,,Palmeira - PR coordenadas e mapa,Munícipio,palmeira-pr,palmeira-pr,municipio
411780,Palmital - PR,,,Palmital - PR coordenadas e mapa,Munícipio,palmital-pr,palmital-pr,municipio
411790,Palotina - PR,,,Palotina - PR coordenadas e mapa,Munícipio,palotina-pr,palotina-pr,municipio
411800,Paraíso do Norte - PR,,,Paraíso do Norte - PR coordenadas e mapa,Munícipio,paraíso do norte-pr,paraíso-do-norte-pr,municipio
411810,Paranacity - PR,,,Paranacity - PR coordenadas e mapa,Munícipio,paranacity-pr,paranacity-pr,municipio
411820,Paranaguá - PR,,,Paranaguá - PR coordenadas e mapa,Munícipio,paranaguá-pr,paranaguá-pr,municipio
411830,Paranapoema - PR,,,Paranapoema - PR coordenadas e mapa,Munícipio,paranapoema-pr,paranapoema-pr,municipio
411840,Paranavaí - PR,,,Paranavaí - PR coordenadas e mapa,Munícipio,paranavaí-pr,paranavaí-pr,municipio
411845,Pato Bragado - PR,,,Pato Bragado - PR coordenadas e mapa,Munícipio,pato bragado-pr,pato-bragado-pr,municipio
411850,Pato Branco - PR,,,Pato Branco - PR coordenadas e mapa,Munícipio,pato branco-pr,pato-branco-pr,municipio
411860,Paula Freitas - PR,,,Paula Freitas - PR coordenadas e mapa,Munícipio,paula freitas-pr,paula-freitas-pr,municipio
411870,Paulo Frontin - PR,,,Paulo Frontin - PR coordenadas e mapa,Munícipio,paulo frontin-pr,paulo-frontin-pr,municipio
411880,Peabiru - PR,,,Peabiru - PR coordenadas e mapa,Munícipio,peabiru-pr,peabiru-pr,municipio
411885,Perobal - PR,,,Perobal - PR coordenadas e mapa,Munícipio,perobal-pr,perobal-pr,municipio
411890,Pérola - PR,,,Pérola - PR coordenadas e mapa,Munícipio,pérola-pr,pérola-pr,municipio
411900,Pérola d'Oeste - PR,,,Pérola d'Oeste - PR coordenadas e mapa,Munícipio,pérola doeste-pr,pérola-doeste-pr,municipio
411910,Piên - PR,,,Piên - PR coordenadas e mapa,Munícipio,piên-pr,piên-pr,municipio
411915,Pinhais - PR,,,Pinhais - PR coordenadas e mapa,Munícipio,pinhais-pr,pinhais-pr,municipio
411920,Pinhalão - PR,,,Pinhalão - PR coordenadas e mapa,Munícipio,pinhalão-pr,pinhalão-pr,municipio
411925,Pinhal de São Bento - PR,,,Pinhal de São Bento - PR coordenadas e mapa,Munícipio,pinhal de são bento-pr,pinhal-de-são-bento-pr,municipio
411930,Pinhão - PR,,,Pinhão - PR coordenadas e mapa,Munícipio,pinhão-pr,pinhão-pr,municipio
411940,Piraí do Sul - PR,,,Piraí do Sul - PR coordenadas e mapa,Munícipio,piraí do sul-pr,piraí-do-sul-pr,municipio
411950,Piraquara - PR,,,Piraquara - PR coordenadas e mapa,Munícipio,piraquara-pr,piraquara-pr,municipio
411960,Pitanga - PR,,,Pitanga - PR coordenadas e mapa,Munícipio,pitanga-pr,pitanga-pr,municipio
411965,Pitangueiras - PR,,,Pitangueiras - PR coordenadas e mapa,Munícipio,pitangueiras-pr,pitangueiras-pr,municipio
411970,Planaltina do Paraná - PR,,,Planaltina do Paraná - PR coordenadas e mapa,Munícipio,planaltina do paraná-pr,planaltina-do-paraná-pr,municipio
411980,Planalto - PR,,,Planalto - PR coordenadas e mapa,Munícipio,planalto-pr,planalto-pr,municipio
411990,Ponta Grossa - PR,,,Ponta Grossa - PR coordenadas e mapa,Munícipio,ponta grossa-pr,ponta-grossa-pr,municipio
411995,Pontal do Paraná - PR,,,Pontal do Paraná - PR coordenadas e mapa,Munícipio,pontal do paraná-pr,pontal-do-paraná-pr,municipio
412000,Porecatu - PR,,,Porecatu - PR coordenadas e mapa,Munícipio,porecatu-pr,porecatu-pr,municipio
412010,Porto Amazonas - PR,,,Porto Amazonas - PR coordenadas e mapa,Munícipio,porto amazonas-pr,porto-amazonas-pr,municipio
412015,Porto Barreiro - PR,,,Porto Barreiro - PR coordenadas e mapa,Munícipio,porto barreiro-pr,porto-barreiro-pr,municipio
412020,Porto Rico - PR,,,Porto Rico - PR coordenadas e mapa,Munícipio,porto rico-pr,porto-rico-pr,municipio
412030,Porto Vitória - PR,,,Porto Vitória - PR coordenadas e mapa,Munícipio,porto vitória-pr,porto-vitória-pr,municipio
412033,Prado Ferreira - PR,,,Prado Ferreira - PR coordenadas e mapa,Munícipio,prado ferreira-pr,prado-ferreira-pr,municipio
412035,Pranchita - PR,,,Pranchita - PR coordenadas e mapa,Munícipio,pranchita-pr,pranchita-pr,municipio
412040,Presidente Castelo Branco - PR,,,Presidente Castelo Branco - PR coordenadas e mapa,Munícipio,presidente castelo branco-pr,presidente-castelo-branco-pr,municipio
412050,Primeiro de Maio - PR,,,Primeiro de Maio - PR coordenadas e mapa,Munícipio,primeiro de maio-pr,primeiro-de-maio-pr,municipio
412060,Prudentópolis - PR,,,Prudentópolis - PR coordenadas e mapa,Munícipio,prudentópolis-pr,prudentópolis-pr,municipio
412065,Quarto Centenário - PR,,,Quarto Centenário - PR coordenadas e mapa,Munícipio,quarto centenário-pr,quarto-centenário-pr,municipio
412070,Quatiguá - PR,,,Quatiguá - PR coordenadas e mapa,Munícipio,quatiguá-pr,quatiguá-pr,municipio
412080,Quatro Barras - PR,,,Quatro Barras - PR coordenadas e mapa,Munícipio,quatro barras-pr,quatro-barras-pr,municipio
412085,Quatro Pontes - PR,,,Quatro Pontes - PR coordenadas e mapa,Munícipio,quatro pontes-pr,quatro-pontes-pr,municipio
412090,Quedas do Iguaçu - PR,,,Quedas do Iguaçu - PR coordenadas e mapa,Munícipio,quedas do iguaçu-pr,quedas-do-iguaçu-pr,municipio
412100,Querência do Norte - PR,,,Querência do Norte - PR coordenadas e mapa,Munícipio,querência do norte-pr,querência-do-norte-pr,municipio
412110,Quinta do Sol - PR,,,Quinta do Sol - PR coordenadas e mapa,Munícipio,quinta do sol-pr,quinta-do-sol-pr,municipio
412120,Quitandinha - PR,,,Quitandinha - PR coordenadas e mapa,Munícipio,quitandinha-pr,quitandinha-pr,municipio
412125,Ramilândia - PR,,,Ramilândia - PR coordenadas e mapa,Munícipio,ramilândia-pr,ramilândia-pr,municipio
412130,Rancho Alegre - PR,,,Rancho Alegre - PR coordenadas e mapa,Munícipio,rancho alegre-pr,rancho-alegre-pr,municipio
412135,Rancho Alegre D'Oeste - PR,,,Rancho Alegre D'Oeste - PR coordenadas e mapa,Munícipio,rancho alegre doeste-pr,rancho-alegre-doeste-pr,municipio
412140,Realeza - PR,,,Realeza - PR coordenadas e mapa,Munícipio,realeza-pr,realeza-pr,municipio
412150,Rebouças - PR,,,Rebouças - PR coordenadas e mapa,Munícipio,rebouças-pr,rebouças-pr,municipio
412160,Renascença - PR,,,Renascença - PR coordenadas e mapa,Munícipio,renascença-pr,renascença-pr,municipio
412170,Reserva - PR,,,Reserva - PR coordenadas e mapa,Munícipio,reserva-pr,reserva-pr,municipio
412175,Reserva do Iguaçu - PR,,,Reserva do Iguaçu - PR coordenadas e mapa,Munícipio,reserva do iguaçu-pr,reserva-do-iguaçu-pr,municipio
412180,Ribeirão Claro - PR,,,Ribeirão Claro - PR coordenadas e mapa,Munícipio,ribeirão claro-pr,ribeirão-claro-pr,municipio
412190,Ribeirão do Pinhal - PR,,,Ribeirão do Pinhal - PR coordenadas e mapa,Munícipio,ribeirão do pinhal-pr,ribeirão-do-pinhal-pr,municipio
412200,Rio Azul - PR,,,Rio Azul - PR coordenadas e mapa,Munícipio,rio azul-pr,rio-azul-pr,municipio
412210,Rio Bom - PR,,,Rio Bom - PR coordenadas e mapa,Munícipio,rio bom-pr,rio-bom-pr,municipio
412215,Rio Bonito do Iguaçu - PR,,,Rio Bonito do Iguaçu - PR coordenadas e mapa,Munícipio,rio bonito do iguaçu-pr,rio-bonito-do-iguaçu-pr,municipio
412217,Rio Branco do Ivaí - PR,,,Rio Branco do Ivaí - PR coordenadas e mapa,Munícipio,rio branco do ivaí-pr,rio-branco-do-ivaí-pr,municipio
412220,Rio Branco do Sul - PR,,,Rio Branco do Sul - PR coordenadas e mapa,Munícipio,rio branco do sul-pr,rio-branco-do-sul-pr,municipio
412230,Rio Negro - PR,,,Rio Negro - PR coordenadas e mapa,Munícipio,rio negro-pr,rio-negro-pr,municipio
412240,Rolândia - PR,,,Rolândia - PR coordenadas e mapa,Munícipio,rolândia-pr,rolândia-pr,municipio
412250,Roncador - PR,,,Roncador - PR coordenadas e mapa,Munícipio,roncador-pr,roncador-pr,municipio
412260,Rondon - PR,,,Rondon - PR coordenadas e mapa,Munícipio,rondon-pr,rondon-pr,municipio
412265,Rosário do Ivaí - PR,,,Rosário do Ivaí - PR coordenadas e mapa,Munícipio,rosário do ivaí-pr,rosário-do-ivaí-pr,municipio
412270,Sabáudia - PR,,,Sabáudia - PR coordenadas e mapa,Munícipio,sabáudia-pr,sabáudia-pr,municipio
412280,Salgado Filho - PR,,,Salgado Filho - PR coordenadas e mapa,Munícipio,salgado filho-pr,salgado-filho-pr,municipio
412290,Salto do Itararé - PR,,,Salto do Itararé - PR coordenadas e mapa,Munícipio,salto do itararé-pr,salto-do-itararé-pr,municipio
412300,Salto do Lontra - PR,,,Salto do Lontra - PR coordenadas e mapa,Munícipio,salto do lontra-pr,salto-do-lontra-pr,municipio
412310,Santa Amélia - PR,,,Santa Amélia - PR coordenadas e mapa,Munícipio,santa amélia-pr,santa-amélia-pr,municipio
412320,Santa Cecília do Pavão - PR,,,Santa Cecília do Pavão - PR coordenadas e mapa,Munícipio,santa cecília do pavão-pr,santa-cecília-do-pavão-pr,municipio
412330,Santa Cruz de Monte Castelo - PR,,,Santa Cruz de Monte Castelo - PR coordenadas e mapa,Munícipio,santa cruz de monte castelo-pr,santa-cruz-de-monte-castelo-pr,municipio
412340,Santa Fé - PR,,,Santa Fé - PR coordenadas e mapa,Munícipio,santa fé-pr,santa-fé-pr,municipio
412350,Santa Helena - PR,,,Santa Helena - PR coordenadas e mapa,Munícipio,santa helena-pr,santa-helena-pr,municipio
412360,Santa Inês - PR,,,Santa Inês - PR coordenadas e mapa,Munícipio,santa inês-pr,santa-inês-pr,municipio
412370,Santa Isabel do Ivaí - PR,,,Santa Isabel do Ivaí - PR coordenadas e mapa,Munícipio,santa isabel do ivaí-pr,santa-isabel-do-ivaí-pr,municipio
412380,Santa Izabel do Oeste - PR,,,Santa Izabel do Oeste - PR coordenadas e mapa,Munícipio,santa izabel do oeste-pr,santa-izabel-do-oeste-pr,municipio
412382,Santa Lúcia - PR,,,Santa Lúcia - PR coordenadas e mapa,Munícipio,santa lúcia-pr,santa-lúcia-pr,municipio
412385,Santa Maria do Oeste - PR,,,Santa Maria do Oeste - PR coordenadas e mapa,Munícipio,santa maria do oeste-pr,santa-maria-do-oeste-pr,municipio
412390,Santa Mariana - PR,,,Santa Mariana - PR coordenadas e mapa,Munícipio,santa mariana-pr,santa-mariana-pr,municipio
412395,Santa Mônica - PR,,,Santa Mônica - PR coordenadas e mapa,Munícipio,santa mônica-pr,santa-mônica-pr,municipio
412400,Santana do Itararé - PR,,,Santana do Itararé - PR coordenadas e mapa,Munícipio,santana do itararé-pr,santana-do-itararé-pr,municipio
412402,Santa Tereza do Oeste - PR,,,Santa Tereza do Oeste - PR coordenadas e mapa,Munícipio,santa tereza do oeste-pr,santa-tereza-do-oeste-pr,municipio
412405,Santa Terezinha de Itaipu - PR,,,Santa Terezinha de Itaipu - PR coordenadas e mapa,Munícipio,santa terezinha de itaipu-pr,santa-terezinha-de-itaipu-pr,municipio
412410,Santo Antônio da Platina - PR,,,Santo Antônio da Platina - PR coordenadas e mapa,Munícipio,santo antônio da platina-pr,santo-antônio-da-platina-pr,municipio
412420,Santo Antônio do Caiuá - PR,,,Santo Antônio do Caiuá - PR coordenadas e mapa,Munícipio,santo antônio do caiuá-pr,santo-antônio-do-caiuá-pr,municipio
412430,Santo Antônio do Paraíso - PR,,,Santo Antônio do Paraíso - PR coordenadas e mapa,Munícipio,santo antônio do paraíso-pr,santo-antônio-do-paraíso-pr,municipio
412440,Santo Antônio do Sudoeste - PR,,,Santo Antônio do Sudoeste - PR coordenadas e mapa,Munícipio,santo antônio do sudoeste-pr,santo-antônio-do-sudoeste-pr,municipio
412450,Santo Inácio - PR,,,Santo Inácio - PR coordenadas e mapa,Munícipio,santo inácio-pr,santo-inácio-pr,municipio
412460,São Carlos do Ivaí - PR,,,São Carlos do Ivaí - PR coordenadas e mapa,Munícipio,são carlos do ivaí-pr,são-carlos-do-ivaí-pr,municipio
412470,São Jerônimo da Serra - PR,,,São Jerônimo da Serra - PR coordenadas e mapa,Munícipio,são jerônimo da serra-pr,são-jerônimo-da-serra-pr,municipio
412480,São João - PR,,,São João - PR coordenadas e mapa,Munícipio,são joão-pr,são-joão-pr,municipio
412490,São João do Caiuá - PR,,,São João do Caiuá - PR coordenadas e mapa,Munícipio,são joão do caiuá-pr,são-joão-do-caiuá-pr,municipio
412500,São João do Ivaí - PR,,,São João do Ivaí - PR coordenadas e mapa,Munícipio,são joão do ivaí-pr,são-joão-do-ivaí-pr,municipio
412510,São João do Triunfo - PR,,,São João do Triunfo - PR coordenadas e mapa,Munícipio,são joão do triunfo-pr,são-joão-do-triunfo-pr,municipio
412520,São Jorge d'Oeste - PR,,,São Jorge d'Oeste - PR coordenadas e mapa,Munícipio,são jorge doeste-pr,são-jorge-doeste-pr,municipio
412530,São Jorge do Ivaí - PR,,,São Jorge do Ivaí - PR coordenadas e mapa,Munícipio,são jorge do ivaí-pr,são-jorge-do-ivaí-pr,municipio
412535,São Jorge do Patrocínio - PR,,,São Jorge do Patrocínio - PR coordenadas e mapa,Munícipio,são jorge do patrocínio-pr,são-jorge-do-patrocínio-pr,municipio
412540,São José da Boa Vista - PR,,,São José da Boa Vista - PR coordenadas e mapa,Munícipio,são josé da boa vista-pr,são-josé-da-boa-vista-pr,municipio
412545,São José das Palmeiras - PR,,,São José das Palmeiras - PR coordenadas e mapa,Munícipio,são josé das palmeiras-pr,são-josé-das-palmeiras-pr,municipio
412550,São José dos Pinhais - PR,,,São José dos Pinhais - PR coordenadas e mapa,Munícipio,são josé dos pinhais-pr,são-josé-dos-pinhais-pr,municipio
412555,São Manoel do Paraná - PR,,,São Manoel do Paraná - PR coordenadas e mapa,Munícipio,são manoel do paraná-pr,são-manoel-do-paraná-pr,municipio
412560,São Mateus do Sul - PR,,,São Mateus do Sul - PR coordenadas e mapa,Munícipio,são mateus do sul-pr,são-mateus-do-sul-pr,municipio
412570,São Miguel do Iguaçu - PR,,,São Miguel do Iguaçu - PR coordenadas e mapa,Munícipio,são miguel do iguaçu-pr,são-miguel-do-iguaçu-pr,municipio
412575,São Pedro do Iguaçu - PR,,,São Pedro do Iguaçu - PR coordenadas e mapa,Munícipio,são pedro do iguaçu-pr,são-pedro-do-iguaçu-pr,municipio
412580,São Pedro do Ivaí - PR,,,São Pedro do Ivaí - PR coordenadas e mapa,Munícipio,são pedro do ivaí-pr,são-pedro-do-ivaí-pr,municipio
412590,São Pedro do Paraná - PR,,,São Pedro do Paraná - PR coordenadas e mapa,Munícipio,são pedro do paraná-pr,são-pedro-do-paraná-pr,municipio
412600,São Sebastião da Amoreira - PR,,,São Sebastião da Amoreira - PR coordenadas e mapa,Munícipio,são sebastião da amoreira-pr,são-sebastião-da-amoreira-pr,municipio
412610,São Tomé - PR,,,São Tomé - PR coordenadas e mapa,Munícipio,são tomé-pr,são-tomé-pr,municipio
412620,Sapopema - PR,,,Sapopema - PR coordenadas e mapa,Munícipio,sapopema-pr,sapopema-pr,municipio
412625,Sarandi - PR,,,Sarandi - PR coordenadas e mapa,Munícipio,sarandi-pr,sarandi-pr,municipio
412627,Saudade do Iguaçu - PR,,,Saudade do Iguaçu - PR coordenadas e mapa,Munícipio,saudade do iguaçu-pr,saudade-do-iguaçu-pr,municipio
412630,Sengés - PR,,,Sengés - PR coordenadas e mapa,Munícipio,sengés-pr,sengés-pr,municipio
412635,Serranópolis do Iguaçu - PR,,,Serranópolis do Iguaçu - PR coordenadas e mapa,Munícipio,serranópolis do iguaçu-pr,serranópolis-do-iguaçu-pr,municipio
412640,Sertaneja - PR,,,Sertaneja - PR coordenadas e mapa,Munícipio,sertaneja-pr,sertaneja-pr,municipio
412650,Sertanópolis - PR,,,Sertanópolis - PR coordenadas e mapa,Munícipio,sertanópolis-pr,sertanópolis-pr,municipio
412660,Siqueira Campos - PR,,,Siqueira Campos - PR coordenadas e mapa,Munícipio,siqueira campos-pr,siqueira-campos-pr,municipio
412665,Sulina - PR,,,Sulina - PR coordenadas e mapa,Munícipio,sulina-pr,sulina-pr,municipio
412667,Tamarana - PR,,,Tamarana - PR coordenadas e mapa,Munícipio,tamarana-pr,tamarana-pr,municipio
412670,Tamboara - PR,,,Tamboara - PR coordenadas e mapa,Munícipio,tamboara-pr,tamboara-pr,municipio
412680,Tapejara - PR,,,Tapejara - PR coordenadas e mapa,Munícipio,tapejara-pr,tapejara-pr,municipio
412690,Tapira - PR,,,Tapira - PR coordenadas e mapa,Munícipio,tapira-pr,tapira-pr,municipio
412700,Teixeira Soares - PR,,,Teixeira Soares - PR coordenadas e mapa,Munícipio,teixeira soares-pr,teixeira-soares-pr,municipio
412710,Telêmaco Borba - PR,,,Telêmaco Borba - PR coordenadas e mapa,Munícipio,telêmaco borba-pr,telêmaco-borba-pr,municipio
412720,Terra Boa - PR,,,Terra Boa - PR coordenadas e mapa,Munícipio,terra boa-pr,terra-boa-pr,municipio
412730,Terra Rica - PR,,,Terra Rica - PR coordenadas e mapa,Munícipio,terra rica-pr,terra-rica-pr,municipio
412740,Terra Roxa - PR,,,Terra Roxa - PR coordenadas e mapa,Munícipio,terra roxa-pr,terra-roxa-pr,municipio
412750,Tibagi - PR,,,Tibagi - PR coordenadas e mapa,Munícipio,tibagi-pr,tibagi-pr,municipio
412760,Tijucas do Sul - PR,,,Tijucas do Sul - PR coordenadas e mapa,Munícipio,tijucas do sul-pr,tijucas-do-sul-pr,municipio
412770,Toledo - PR,,,Toledo - PR coordenadas e mapa,Munícipio,toledo-pr,toledo-pr,municipio
412780,Tomazina - PR,,,Tomazina - PR coordenadas e mapa,Munícipio,tomazina-pr,tomazina-pr,municipio
412785,Três Barras do Paraná - PR,,,Três Barras do Paraná - PR coordenadas e mapa,Munícipio,três barras do paraná-pr,três-barras-do-paraná-pr,municipio
412788,Tunas do Paraná - PR,,,Tunas do Paraná - PR coordenadas e mapa,Munícipio,tunas do paraná-pr,tunas-do-paraná-pr,municipio
412790,Tuneiras do Oeste - PR,,,Tuneiras do Oeste - PR coordenadas e mapa,Munícipio,tuneiras do oeste-pr,tuneiras-do-oeste-pr,municipio
412795,Tupãssi - PR,,,Tupãssi - PR coordenadas e mapa,Munícipio,tupãssi-pr,tupãssi-pr,municipio
412796,Turvo - PR,,,Turvo - PR coordenadas e mapa,Munícipio,turvo-pr,turvo-pr,municipio
412800,Ubiratã - PR,,,Ubiratã - PR coordenadas e mapa,Munícipio,ubiratã-pr,ubiratã-pr,municipio
412810,Umuarama - PR,,,Umuarama - PR coordenadas e mapa,Munícipio,umuarama-pr,umuarama-pr,municipio
412820,União da Vitória - PR,,,União da Vitória - PR coordenadas e mapa,Munícipio,união da vitória-pr,união-da-vitória-pr,municipio
412830,Uniflor - PR,,,Uniflor - PR coordenadas e mapa,Munícipio,uniflor-pr,uniflor-pr,municipio
412840,Uraí - PR,,,Uraí - PR coordenadas e mapa,Munícipio,uraí-pr,uraí-pr,municipio
412850,Wenceslau Braz - PR,,,Wenceslau Braz - PR coordenadas e mapa,Munícipio,wenceslau braz-pr,wenceslau-braz-pr,municipio
412853,Ventania - PR,,,Ventania - PR coordenadas e mapa,Munícipio,ventania-pr,ventania-pr,municipio
412855,Vera Cruz do Oeste - PR,,,Vera Cruz do Oeste - PR coordenadas e mapa,Munícipio,vera cruz do oeste-pr,vera-cruz-do-oeste-pr,municipio
412860,Verê - PR,,,Verê - PR coordenadas e mapa,Munícipio,verê-pr,verê-pr,municipio
412862,Alto Paraíso - PR,,,Alto Paraíso - PR coordenadas e mapa,Munícipio,alto paraíso-pr,alto-paraíso-pr,municipio
412863,Doutor Ulysses - PR,,,Doutor Ulysses - PR coordenadas e mapa,Munícipio,doutor ulysses-pr,doutor-ulysses-pr,municipio
412865,Virmond - PR,,,Virmond - PR coordenadas e mapa,Munícipio,virmond-pr,virmond-pr,municipio
412870,Vitorino - PR,,,Vitorino - PR coordenadas e mapa,Munícipio,vitorino-pr,vitorino-pr,municipio
412880,Xambrê - PR,,,Xambrê - PR coordenadas e mapa,Munícipio,xambrê-pr,xambrê-pr,municipio
420005,Abdon Batista - SC,,,Abdon Batista - SC coordenadas e mapa,Munícipio,abdon batista-sc,abdon-batista-sc,municipio
420010,Abelardo Luz - SC,,,Abelardo Luz - SC coordenadas e mapa,Munícipio,abelardo luz-sc,abelardo-luz-sc,municipio
420020,Agrolândia - SC,,,Agrolândia - SC coordenadas e mapa,Munícipio,agrolândia-sc,agrolândia-sc,municipio
420030,Agronômica - SC,,,Agronômica - SC coordenadas e mapa,Munícipio,agronômica-sc,agronômica-sc,municipio
420040,Água Doce - SC,,,Água Doce - SC coordenadas e mapa,Munícipio,água doce-sc,água-doce-sc,municipio
420050,Águas de Chapecó - SC,,,Águas de Chapecó - SC coordenadas e mapa,Munícipio,águas de chapecó-sc,águas-de-chapecó-sc,municipio
420055,Águas Frias - SC,,,Águas Frias - SC coordenadas e mapa,Munícipio,águas frias-sc,águas-frias-sc,municipio
420060,Águas Mornas - SC,,,Águas Mornas - SC coordenadas e mapa,Munícipio,águas mornas-sc,águas-mornas-sc,municipio
420070,Alfredo Wagner - SC,,,Alfredo Wagner - SC coordenadas e mapa,Munícipio,alfredo wagner-sc,alfredo-wagner-sc,municipio
420075,Alto Bela Vista - SC,,,Alto Bela Vista - SC coordenadas e mapa,Munícipio,alto bela vista-sc,alto-bela-vista-sc,municipio
420080,Anchieta - SC,,,Anchieta - SC coordenadas e mapa,Munícipio,anchieta-sc,anchieta-sc,municipio
420090,Angelina - SC,,,Angelina - SC coordenadas e mapa,Munícipio,angelina-sc,angelina-sc,municipio
420100,Anita Garibaldi - SC,,,Anita Garibaldi - SC coordenadas e mapa,Munícipio,anita garibaldi-sc,anita-garibaldi-sc,municipio
420110,Anitápolis - SC,,,Anitápolis - SC coordenadas e mapa,Munícipio,anitápolis-sc,anitápolis-sc,municipio
420120,Antônio Carlos - SC,,,Antônio Carlos - SC coordenadas e mapa,Munícipio,antônio carlos-sc,antônio-carlos-sc,municipio
420125,Apiúna - SC,,,Apiúna - SC coordenadas e mapa,Munícipio,apiúna-sc,apiúna-sc,municipio
420127,Arabutã - SC,,,Arabutã - SC coordenadas e mapa,Munícipio,arabutã-sc,arabutã-sc,municipio
420130,Araquari - SC,,,Araquari - SC coordenadas e mapa,Munícipio,araquari-sc,araquari-sc,municipio
420140,Araranguá - SC,,,Araranguá - SC coordenadas e mapa,Munícipio,araranguá-sc,araranguá-sc,municipio
420150,Armazém - SC,,,Armazém - SC coordenadas e mapa,Munícipio,armazém-sc,armazém-sc,municipio
420160,Arroio Trinta - SC,,,Arroio Trinta - SC coordenadas e mapa,Munícipio,arroio trinta-sc,arroio-trinta-sc,municipio
420165,Arvoredo - SC,,,Arvoredo - SC coordenadas e mapa,Munícipio,arvoredo-sc,arvoredo-sc,municipio
420170,Ascurra - SC,,,Ascurra - SC coordenadas e mapa,Munícipio,ascurra-sc,ascurra-sc,municipio
420180,Atalanta - SC,,,Atalanta - SC coordenadas e mapa,Munícipio,atalanta-sc,atalanta-sc,municipio
420190,Aurora - SC,,,Aurora - SC coordenadas e mapa,Munícipio,aurora-sc,aurora-sc,municipio
420195,Balneário Arroio do Silva - SC,,,Balneário Arroio do Silva - SC coordenadas e mapa,Munícipio,balneário arroio do silva-sc,balneário-arroio-do-silva-sc,municipio
420200,Balneário Camboriú - SC,,,Balneário Camboriú - SC coordenadas e mapa,Munícipio,balneário camboriú-sc,balneário-camboriú-sc,municipio
420205,Balneário Barra do Sul - SC,,,Balneário Barra do Sul - SC coordenadas e mapa,Munícipio,balneário barra do sul-sc,balneário-barra-do-sul-sc,municipio
420207,Balneário Gaivota - SC,,,Balneário Gaivota - SC coordenadas e mapa,Munícipio,balneário gaivota-sc,balneário-gaivota-sc,municipio
420208,Bandeirante - SC,,,Bandeirante - SC coordenadas e mapa,Munícipio,bandeirante-sc,bandeirante-sc,municipio
420209,Barra Bonita - SC,,,Barra Bonita - SC coordenadas e mapa,Munícipio,barra bonita-sc,barra-bonita-sc,municipio
420210,Barra Velha - SC,,,Barra Velha - SC coordenadas e mapa,Munícipio,barra velha-sc,barra-velha-sc,municipio
420213,Bela Vista do Toldo - SC,,,Bela Vista do Toldo - SC coordenadas e mapa,Munícipio,bela vista do toldo-sc,bela-vista-do-toldo-sc,municipio
420215,Belmonte - SC,,,Belmonte - SC coordenadas e mapa,Munícipio,belmonte-sc,belmonte-sc,municipio
420220,Benedito Novo - SC,,,Benedito Novo - SC coordenadas e mapa,Munícipio,benedito novo-sc,benedito-novo-sc,municipio
